transaction_id,transaction_ts,customer_id,customer_name,gender,age,signup_date,county,town,merchant_id,merchant_name,category,product,quantity,unit_price_kes,discount_pct,amount_kes,delivery_fee_kes,channel,payment_method,device_os,status,rating,session_id,delivery_days
TXN211646,2025-02-21 17:05:48,CUST5854,Amina Sang,Female,28,2025-01-06,Kilifi,Mtwapa,MER1089,Soko Enterprises,Transport,Ride Hailing Trip,10,868.0,0,8680.0,0,USSD,M-Pesa,Feature Phone,Failed,,SES711639,
TXN201952,2025-02-21 17:12:31,CUST5526,Wangari Mburu,Female,33,2024-11-28,Kisumu,Mamboleo,MER1105,Furaha Ltd,Airtime & Data,Telkom Bundle 5GB,1,1457.0,0,1457.0,0,Mobile App,M-Pesa,Android,Failed,,SES701951,
TXN208149,2025-02-21 18:11:33,CUST5459,Kamau Githinji,Male,34,2024-10-28,Mombasa,Mvita,MER1065,Baraka Supplies,Transport,Boda Ride,1,243.0,10,218.7,0,Web,M-Pesa,iOS,Failed,,SES708145,
TXN201208,2025-02-21 18:21:12,CUST6105,Amina Cheruiyot,Female,49,2024-10-25,Machakos,Athi River,MER1110,Chapa Collection,Food & Beverage,Mandazi Pack,2,1023.0,0,2046.0,200,Agent Outlet,Cash,Android,Completed,,SES701208,10
TXN211149,2025-02-21 18:34:12,CUST5570,Akinyi Bett,Female,34,2024-07-05,Machakos,Machakos Town,MER1068,Twiga Traders,Fashion,Maasai Shuka,4,2979.0,10,10724.4,350,USSD,Airtel Money,Feature Phone,Completed,,SES711142,4
TXN204328,2025-02-21 18:36:22,CUST5574,Otieno Ogutu,Male,23,2024-01-30,Nairobi,Ruaraka,MER1014,Pamoja Agencies,Health & Beauty,Face Wash,1,1658.0,10,1492.2,200,Mobile App,Card,Android,Completed,,SES704327,4
TXN204919,2025-02-21 18:37:48,CUST5775,Mwikali Bett,Female,47,2024-02-09,Kisumu,Kondele,MER1104,Twiga Hub,Transport,Boda Ride,1,997.0,5,947.15,0,Mobile App,M-Pesa,Android,Completed,,SES704917,
TXN211663,2025-02-21 20:38:18,CUST5874,Njoki Kimani,Female,40,2024-11-01,Bungoma,Webuye,MER1081,Baraka Ltd,Airtime & Data,Safaricom Data 10GB,2,649.0,10,1168.2,0,USSD,Cash,Feature Phone,Completed,,SES711656,
TXN203026,2025-02-21 21:31:21,CUST5747,Amina Amollo,Female,34,2024-10-20,Machakos,Kangundo,MER1011,Neema Agencies,Airtime & Data,Airtel Data 2GB,1,1309.0,0,1309.0,0,Web,M-Pesa,Android,Completed,,SES703025,
TXN210550,2025-02-21 22:10:16,CUST5610,Njoroge Mburu,Male,44,2024-09-12,Nairobi,Kilimani,MER1087,Zawadi Stores,Agriculture,Knapsack Sprayer,1,7567.0,0,7567.0,150,Agent Outlet,Cash,Feature Phone,Completed,,SES710544,2
TXN208339,2025-02-22 03:16:33,CUST6719,Mutiso Amollo,Male,18,2024-03-05,Kilifi,Kilifi Town,MER1089,Soko Enterprises,Transport,Boda Ride,3,2093.0,0,6279.0,0,Agent Outlet,M-Pesa,Feature Phone,Completed,5,SES708335,
TXN205860,2025-02-22 06:29:34,CUST5573,Nyambura Karanja,Female,29,2024-02-11,Kajiado,Kitengela,MER1090,Rafiki Collection,Financial Services,Loan Repayment,2,8595.0,0,17190.0,0,Mobile App,Cash,iOS,Completed,,SES705858,
TXN205890,2025-02-22 07:16:02,CUST6526,Mwende Sang,Female,26,2024-12-15,Mombasa,Kisauni,MER1056,Tumaini Enterprises,Groceries,Sukari 1kg,2,1039.0,0,2078.0,200,Web,Cash,iOS,Completed,4,SES705888,1
TXN213416,2025-02-22 10:32:03,CUST6554,Atieno Okoth,Female,36,2024-02-16,Nairobi,Karen,MER1070,Nuru Ltd,Airtime & Data,Safaricom Data 10GB,1,900.0,0,900.0,0,Web,M-Pesa,Android,Completed,,SES713408,
TXN209259,2025-02-22 11:06:43,CUST6618,Kirui Githinji,Male,19,2023-12-26,Uasin Gishu,Huruma,MER1091,Safi Mart,Groceries,Milk 500ml x12,1,1935.0,0,1935.0,300,Mobile App,M-Pesa,Android,Completed,,SES709254,5
TXN200756,2025-02-22 11:20:40,CUST6478,Kirui Sang,Male,18,2024-10-09,Meru,Maua,MER1010,Twiga Supplies,Airtime & Data,Safaricom Data 10GB,2,154.0,5,292.6,0,Web,Cash,iOS,Completed,3,SES700756,
TXN208909,2025-02-22 11:31:34,CUST6639,Kirui Wachira,Male,39,2024-04-14,Mombasa,,MER1016,Baraka Traders,Airtime & Data,Safaricom Data 10GB,3,1444.0,0,4332.0,0,Mobile App,M-Pesa,Android,Completed,,SES708904,
TXN212842,2025-02-22 12:20:26,CUST5526,Wangari Mburu,Female,33,2024-11-28,Kisumu,Mamboleo,MER1007,Bora Ltd,Fashion,Maasai Shuka,2,3544.0,0,7088.0,100,USSD,M-Pesa,Android,Completed,5,SES712834,3
TXN206313,2025-02-22 12:42:04,CUST6717,Cherono Githinji,Female,,2025-02-05,Meru,Timau,MER1097,Nuru Ltd,Airtime & Data,Telkom Bundle 5GB,1,350.0,0,350.0,0,USSD,Card,iOS,Completed,,SES706310,
TXN200252,2025-02-22 15:57:08,CUST5101,Kariuki Njuguna,Male,32,2024-03-31,Nairobi,Karen,MER1004,Twiga Ltd,Financial Services,Loan Repayment,2,17776.0,0,35552.0,0,USSD,Card,iOS,Completed,4,SES700253,
TXN202866,2025-02-22 16:38:52,CUST5962,Cherono Ndung'u,Female,34,2024-05-27,Nairobi,Langata,MER1021,Twiga Collection,Groceries,Milk 500ml x12,2,423.0,5,803.7,0,Mobile App,M-Pesa,Android,Completed,5,SES702865,
TXN203884,2025-02-22 19:03:47,CUST6119,Wanyonyi Simiyu,Male,45,2024-10-10,Mombasa,Kisauni,MER1032,Chapa Enterprises,Transport,Matatu Fare,3,939.0,0,2817.0,0,USSD,Airtel Money,Android,Refunded,,SES703883,
TXN201962,2025-02-22 19:42:12,CUST6525,Kiprop Koech,Male,37,2024-02-26,Kilifi,Malindi,MER1106,Tumaini Hub,Food & Beverage,Nyama Choma Platter,3,1450.0,0,4350.0,300,Web,M-Pesa,iOS,Completed,,SES701961,1
TXN204002,2025-02-22 20:13:31,CUST5526,Wangari Mburu,Female,33,2024-11-28,Kisumu,Mamboleo,MER1090,Rafiki Collection,Financial Services,School Fees Payment,1,10168.0,20,8134.4,0,Agent Outlet,Airtel Money,Android,Completed,4,SES704001,
TXN209157,2025-02-22 20:25:58,CUST6364,Wekesa Nzioka,Male,18,2024-03-24,Nakuru,Lanet,MER1009,Bora Collection,Health & Beauty,Braiding Hair Pack,10,2880.0,15,24480.0,250,USSD,Card,Feature Phone,Completed,3,SES709152,7
TXN205597,2025-02-22 20:39:13,CUST5255,Wafula Amollo,Male,30,2023-12-05,Nakuru,Njoro,MER1075,Heri Agencies,Health & Beauty,Vitamin C Tablets,1,834.0,0,834.0,350,USSD,M-Pesa,Android,Completed,4,SES705595,3
TXN208116,2025-02-22 22:06:31,CUST5526,Wangari Mburu,Female,33,2024-11-28,Kisumu,Mamboleo,MER1104,Twiga Hub,Transport,Shuttle Ticket,1,564.0,0,564.0,0,Mobile App,M-Pesa,Android,Completed,,SES708112,
TXN207787,2025-02-23 06:20:00,CUST5221,Kamau Koech,Male,41,2025-01-26,Nairobi,Langata,MER1054,Tumaini Enterprises,Agriculture,DAP Fertilizer 50kg,8,4113.0,0,32904.0,100,Mobile App,M-Pesa,iOS,Completed,2,SES707784,5
TXN211359,2025-02-23 07:50:42,CUST5526,Wangari Mburu,Female,33,2024-11-28,Kisumu,Mamboleo,MER1119,Mizizi Agencies,Airtime & Data,Telkom Bundle 5GB,1,444.0,0,444.0,0,Web,M-Pesa,Android,Completed,,SES711352,
TXN200257,2025-02-23 09:19:45,CUST5421,Maina Hassan,Male,29,2024-02-05,Nakuru,,MER1098,Mizizi Mart,Fashion,Maasai Shuka,1,4734.0,0,4734.0,250,Mobile App,M-Pesa,Android,Failed,,SES700258,
TXN202570,2025-02-23 09:45:05,CUST5860,Mutuku Ali,Male,25,2024-07-24,Nairobi,Kilimani,MER1079,Imani Ltd,Utilities,KPLC Token,1,4594.0,0,4594.0,0,Mobile App,M-Pesa,Android,Completed,5,SES702569,
TXN201147,2025-02-23 10:11:02,CUST5724,Mwikali Simiyu,Female,44,2024-10-13,Nairobi,Langata,MER1024,Neema Dukas,Health & Beauty,Shea Butter 250g,2,845.0,0,1690.0,200,Agent Outlet,M-Pesa,Android,Completed,4,SES701147,2
TXN208161,2025-02-23 12:16:09,CUST5526,Wangari Mburu,Female,33,2024-11-28,Kisumu,Mamboleo,MER1104,Twiga Hub,Transport,Matatu Fare,1,1176.0,25,882.0,0,Mobile App,Bank Transfer,Android,Completed,,SES708157,
TXN204434,2025-02-23 13:49:30,CUST6138,Naliaka Sang,Female,31,2025-01-21,Nairobi,Embakasi,MER1067,Baraka Enterprises,Airtime & Data,Airtel Data 2GB,2,1389.0,0,2778.0,0,Agent Outlet,M-Pesa,Android,Completed,,SES704433,
TXN214455,2025-02-23 14:14:10,CUST5100,Nekesa Juma,Female,27,2024-05-15,Mombasa,Changamwe,MER1041,Safi Ltd,Agriculture,DAP Fertilizer 50kg,1,8552.0,0,8552.0,150,Mobile App,M-Pesa,Android,Completed,,SES714446,2
TXN207028,2025-02-23 16:35:50,CUST5526,Wangari Mburu,Female,33,2024-11-28,Kisumu,Mamboleo,MER1110,Chapa Collection,Food & Beverage,Nyama Choma Platter,2,1091.0,0,2182.0,200,USSD,,Android,Failed,,SES707025,
TXN207130,2025-02-23 16:37:00,CUST5197,Nyambura Langat,Female,24,2025-01-07,Nairobi,Embakasi,MER1000,Baraka Mart,Groceries,Sukari 1kg,1,1764.0,0,1764.0,100,Mobile App,M-Pesa,Android,Completed,,SES707127,2
TXN205305,2025-02-23 17:07:48,CUST6328,Mwende Koech,Female,32,2024-04-27,Machakos,Kangundo,MER1034,Tumaini Mart,Transport,Shuttle Ticket,1,957.0,0,957.0,0,USSD,Airtel Money,Android,Failed,,SES705303,
TXN205500,2025-02-23 17:35:08,CUST6635,Ochieng Okoth,Male,31,2024-01-06,Nakuru,Gilgil,MER1086,Tumaini Supplies,Utilities,Internet Monthly,2,5379.0,0,10758.0,0,Mobile App,M-Pesa,Web Browser,Completed,3,SES705498,
TXN206346,2025-02-23 17:46:13,CUST5262,Njeri Koech,Female,35,2024-09-26,Garissa,Garissa Town,MER1100,Pamoja Dukas,Food & Beverage,Mandazi Pack,1,629.0,10,566.1,100,Web,M-Pesa,iOS,Completed,5,SES706343,7
TXN213782,2025-02-23 17:48:36,CUST5386,Njoroge Mbugua,Male,27,2025-02-19,Nairobi,Westlands,MER1025,Amani Ltd,Financial Services,Savings Deposit,1,26554.0,0,26554.0,0,Agent Outlet,Cash,Web Browser,Completed,5,SES713773,
TXN206630,2025-02-23 18:30:14,CUST6225,Hamisi Sang,Male,35,2025-01-16,Mombasa,,MER1075,Heri Agencies,Health & Beauty,Face Wash,1,319.0,25,239.25,150,USSD,M-Pesa,Android,Completed,,SES706627,5
TXN206872,2025-02-23 19:11:54,CUST5526,Wangari Mburu,Female,33,2024-11-28,Kisumu,Mamboleo,MER1119,Mizizi Agencies,Airtime & Data,Safaricom Data 10GB,1,852.0,0,852.0,0,Mobile App,M-Pesa,Android,Completed,4,SES706869,
TXN211735,2025-02-23 20:07:15,CUST6077,Kamau Mutua,Male,29,2024-03-06,Nairobi,Langata,MER1109,Twiga Traders,Transport,Shuttle Ticket,1,101.0,0,101.0,0,Agent Outlet,Cash,Android,Completed,,SES711728,
TXN207773,2025-02-23 20:10:38,CUST5552,Adhiambo Osoro,Female,22,2024-09-01,Kilifi,Watamu,MER1044,Nuru Supplies,Transport,Shuttle Ticket,1,761.0,0,761.0,0,Agent Outlet,Cash,Feature Phone,Completed,,SES707770,
TXN204426,2025-02-23 20:17:54,CUST6077,Kamau Mutua,Male,29,2024-03-06,Nairobi,Langata,MER1054,Tumaini Enterprises,Agriculture,Maize Seed 2kg,5,11269.0,5,53527.75,100,Mobile App,M-Pesa,Android,Completed,,SES704425,2
TXN211947,2025-02-23 20:49:09,CUST5168,Fatuma Juma,Female,,2025-01-20,Machakos,Kangundo,MER1076,Bora Stores,Food & Beverage,Chapati Pack,4,1376.0,0,5504.0,250,Agent Outlet,M-Pesa,Android,Completed,,SES711939,2
TXN212372,2025-02-24 05:22:44,CUST5283,Mutiso Hassan,Male,18,2024-12-16,Nairobi,Embakasi,MER1021,Twiga Collection,Groceries,Milk 500ml x12,1,2178.0,5,2069.1,350,USSD,Airtel Money,Android,Completed,,SES712364,2
TXN202666,2025-02-24 05:55:03,CUST5783,Kanini Ouma,Female,25,2024-08-17,Mombasa,Changamwe,MER1087,Zawadi Stores,Agriculture,DAP Fertilizer 50kg,1,7708.0,0,7708.0,350,Agent Outlet,Airtel Money,Android,Completed,,SES702665,5
TXN211122,2025-02-24 06:38:41,CUST5499,Ochieng Kimani,Male,42,2023-12-01,Kilifi,Mtwapa,MER1044,Nuru Supplies,Transport,Matatu Fare,4,1451.0,0,5804.0,0,Web,Cash,Web Browser,Failed,,SES711115,
TXN210065,2025-02-24 07:04:39,CUST6506,Kilonzo Mutua,Male,18,2025-01-03,Machakos,Machakos Town,MER1068,Twiga Traders,Fashion,Ankara Dress,3,3904.0,5,11126.4,350,Mobile App,M-Pesa,Android,Refunded,,SES710059,
TXN204367,2025-02-24 09:10:51,CUST6726,Njoroge Chege,Male,18,2025-02-21,Kajiado,Kitengela,MER1009,Bora Collection,Health & Beauty,Face Wash,2,2119.0,0,4238.0,350,Web,M-Pesa,iOS,Completed,2,SES704366,3
TXN207101,2025-02-24 10:17:01,CUST5568,Naliaka Nzioka,Female,18,2024-01-14,Nairobi,Kilimani,MER1089,Soko Enterprises,Transport,Matatu Fare,2,1729.0,0,3458.0,0,Web,Cash,Android,Completed,4,SES707098,
TXN210556,2025-02-24 12:32:48,CUST5914,Yusuf Njuguna,Male,21,2024-01-13,Nakuru,Gilgil,MER1097,Nuru Ltd,Airtime & Data,Airtel Data 2GB,2,385.0,0,770.0,0,Agent Outlet,Cash,Feature Phone,Failed,,SES710550,
TXN204497,2025-02-24 12:50:42,CUST5639,Wafula Githinji,Male,44,2024-11-06,Nakuru,Bahati,MER1037,Imani Hub,Airtime & Data,Airtel Data 2GB,3,676.0,5,1926.6,0,Mobile App,Cash,Android,Cancelled,,SES704496,
TXN211845,2025-02-24 12:53:51,CUST5944,Nekesa Cheruiyot,Female,34,2024-05-23,Nakuru,Lanet,MER1037,Imani Hub,Airtime & Data,Airtel Data 2GB,2,396.0,20,633.6,0,Web,Airtel Money,Android,Completed,,SES711838,
TXN209750,2025-02-24 15:03:30,CUST5932,Jelagat Mbugua,Female,28,2024-01-21,Nairobi,Karen,MER1117,Heri Stores,Airtime & Data,Safaricom Airtime 100,1,1263.0,0,1263.0,0,USSD,Airtel Money,Android,Completed,,SES709744,
TXN201225,2025-02-24 15:09:11,CUST5130,Njoroge Mbugua,Male,29,2025-01-08,Machakos,Mlolongo,MER1073,Chapa Enterprises,Transport,Boda Ride,3,2271.0,0,6813.0,0,Mobile App,Card,Android,Completed,4,SES701225,
TXN209301,2025-02-24 16:34:05,CUST6341,Chebet Nzioka,Female,30,2024-10-06,  Nairobi ,Kasarani,MER1024,Neema Dukas,Health & Beauty,Vitamin C Tablets,2,894.0,0,1788.0,150,Agent Outlet,M-Pesa,iOS,Completed,,SES709296,4
TXN213639,2025-02-24 17:56:20,CUST6120,Akinyi Ndung'u,Female,36,2024-10-30,Nakuru,Lanet,MER1090,Rafiki Collection,Financial Services,Loan Repayment,8,8173.0,0,65384.0,0,Web,Airtel Money,iOS,Completed,4,SES713631,
TXN204989,2025-02-24 18:08:28,CUST6338,Kilonzo Ouma,Male,18,2024-10-22,Kilifi,Kilifi Town,MER1068,Twiga Traders,Fashion,Maasai Shuka,1,1533.0,5,1456.35,250,Mobile App,M-Pesa,Web Browser,Failed,,SES704987,
TXN204364,2025-02-24 20:09:36,CUST5610,Njoroge Mburu,Male,44,2024-09-12,Nairobi,Kilimani,MER1096,Pamoja Mart,Groceries,Sukari 1kg,1,169.0,0,169.0,100,USSD,Cash,Feature Phone,Completed,5,SES704363,1
TXN204056,2025-02-25 05:23:46,CUST6175,Chebet Kimani,Female,,2024-08-29,Nairobi,Langata,MER1087,Zawadi Stores,Agriculture,Maize Seed 2kg,2,5967.0,0,11934.0,150,Mobile App,M-Pesa,Android,Pending,,SES704055,
TXN213516,2025-02-25 05:38:31,CUST5419,Atieno Mbugua,Female,25,2024-08-21,Uasin Gishu,Eldoret Town,MER1087,Zawadi Stores,Agriculture,Maize Seed 2kg,1,4737.0,0,4737.0,350,USSD,Cash,Feature Phone,Completed,4,SES713508,4
TXN206104,2025-02-25 07:48:30,CUST6650,Kiplagat Simiyu,Male,48,2024-08-09,Kiambu,Thika,MER1113,Chapa Collection,Airtime & Data,Airtime Voucher 250,1,789.0,5,749.55,0,Agent Outlet,Cash,Feature Phone,Completed,4,SES706101,
TXN214950,2025-02-25 08:39:40,CUST5581,Njoki Kiptoo,Female,22,2024-09-17,Uasin Gishu,Kapsoya,MER1078,Rafiki Traders,Airtime & Data,Airtime Voucher 250,3,407.0,0,1221.0,0,Web,Airtel Money,Android,Completed,,SES714941,
TXN204929,2025-02-25 10:25:30,CUST6028,Zawadi Karanja,Female,19,2024-11-27,Meru,Maua,MER1005,Furaha Mart,Health & Beauty,Face Wash,5,3174.0,20,12696.0,300,Web,M-Pesa,Android,Completed,,SES704927,1
TXN202485,2025-02-25 10:45:41,CUST5526,Wangari Mburu,Female,33,2024-11-28,Kisumu,Mamboleo,MER1012,Rafiki Traders,Airtime & Data,Airtime Voucher 250,1,409.0,0,409.0,0,USSD,M-Pesa,Android,Completed,,SES702484,
TXN202840,2025-02-25 11:48:10,CUST5277,Njoroge Wachira,Male,28,2024-03-03,Meru,Timau,MER1087,Zawadi Stores,Agriculture,Knapsack Sprayer,2,7787.0,15,13237.9,0,Mobile App,M-Pesa,Android,Completed,3,SES702839,
TXN211361,2025-02-25 12:17:31,CUST5351,Naliaka Karanja,Female,36,2025-02-11,Mombasa,Changamwe,MER1083,Imani Agencies,Health & Beauty,Shea Butter 250g,1,193.0,0,193.0,0,USSD,M-Pesa,iOS,Completed,2,SES711354,
TXN200008,2025-02-25 12:33:29,CUST5703,Mutiso Bett,Male,27,2024-04-19,Kisumu,Kondele,MER1007,Bora Ltd,Fashion,Leather Sandals,1,5741.0,0,5741.0,250,USSD,M-Pesa,Feature Phone,Completed,,SES700009,3
TXN214706,2025-02-25 12:51:19,CUST5526,Wangari Mburu,Female,33,2024-11-28,kisumu,Mamboleo,MER1017,Chapa Hub,Electronics,Power Bank 20000mAh,2,26508.0,0,53016.0,300,Mobile App,M-Pesa,Android,Completed,4,SES714697,4
TXN209433,2025-02-25 13:09:26,CUST5526,Wangari Mburu,Female,33,2024-11-28,Kisumu,Mamboleo,MER1095,Rafiki Hub,Airtime & Data,Telkom Bundle 5GB,2,560.0,5,1064.0,0,Mobile App,M-Pesa,Android,Completed,4,SES709428,
TXN205474,2025-02-25 15:08:56,CUST5434,Wafula Kiptoo,Male,32,2024-11-15,Nyeri,Othaya,MER1022,Safi Hub,Health & Beauty,Shea Butter 250g,2,1698.0,0,3396.0,200,Mobile App,M-Pesa,Android,Completed,,SES705472,2
TXN208598,2025-02-25 16:08:29,CUST6708,Omondi Mwende,Male,,2024-01-31,Nairobi,Ruaraka,MER1117,Heri Stores,Airtime & Data,Airtel Data 2GB,5,1043.0,0,5215.0,0,USSD,M-Pesa,Feature Phone,Completed,,SES708594,
TXN214034,2025-02-25 16:09:58,CUST5465,Mutuku Wanyama,Male,31,2024-11-24,Kilifi,Mtwapa,MER1119,Mizizi Agencies,Airtime & Data,Safaricom Data 10GB,1,1428.0,10,1285.2,0,Mobile App,M-Pesa,Android,Completed,5,SES714025,
TXN205773,2025-02-25 16:48:58,CUST6206,Njoroge Kiptoo,Male,30,2024-11-30,Mombasa,Changamwe,MER1026,Safi Stores,Agriculture,Knapsack Sprayer,2,1254.0,0,2508.0,350,Mobile App,M-Pesa,Web Browser,Completed,,SES705771,7
TXN208279,2025-02-25 16:50:19,CUST6111,Jelagat Cheruiyot,Female,25,2024-11-17,Meru,Meru Town,MER1010,Twiga Supplies,Airtime & Data,Telkom Bundle 5GB,1,972.0,0,972.0,0,USSD,Cash,Android,Completed,3,SES708275,
TXN210934,2025-02-25 17:09:22,CUST6124,Adhiambo Mutua,Female,38,2023-12-08,Kilifi,Watamu,MER1089,Soko Enterprises,Transport,Matatu Fare,3,2034.0,0,6102.0,0,USSD,M-Pesa,Android,Completed,4,SES710927,
TXN203537,2025-02-25 17:53:54,CUST5414,Omollo Githinji,Male,45,2024-01-21,MACHAKOS,Athi River,MER1108,Bidii Supplies,Food & Beverage,Chapati Pack,3,1819.0,0,5457.0,250,Mobile App,Airtel Money,Android,Completed,,SES703536,7
TXN203537,2025-02-25 17:53:54,CUST5414,Omollo Githinji,Male,45,2024-01-21,MACHAKOS,Athi River,MER1108,Bidii Supplies,Food & Beverage,Chapati Pack,3,1819.0,0,5457.0,250,Mobile App,Airtel Money,Android,Completed,,SES703536,7
TXN202275,2025-02-25 17:54:59,CUST6143,Wekesa Ali,Male,26,2024-10-24,Nairobi,Kilimani,MER1067,Baraka Enterprises,Airtime & Data,Airtel Data 2GB,3,301.0,0,903.0,0,MOBILE APP,M-Pesa,Android,Completed,,SES702274,
TXN213096,2025-02-25 19:03:18,CUST5594,Rotich Muriuki,Male,21,2023-12-20,Nairobi,Westlands,MER1093,Rafiki Stores,Utilities,Water Bill,2,5183.0,0,10366.0,0,Mobile App,Cash,Android,Completed,5,SES713088,
TXN206022,2025-02-25 19:14:26,CUST6726,Njoroge Chege,Male,18,2025-02-21,Kajiado,Kitengela,MER1041,Safi Ltd,Agriculture,Knapsack Sprayer,1,9925.0,10,8932.5,0,Mobile App,M-Pesa,iOS,Completed,,SES706019,
TXN202848,2025-02-25 19:29:00,CUST5098,Salim Mutua,Male,31,2025-01-03,Kisumu,Milimani,MER1095,Rafiki Hub,Airtime & Data,Telkom Bundle 5GB,2,480.0,0,960.0,0,USSD,M-Pesa,Feature Phone,Completed,3,SES702847,
TXN212875,2025-02-25 20:36:33,CUST6778,Hamisi Amollo,Male,,2024-03-31,Kisumu,Mamboleo,MER1009,Bora Collection,Health & Beauty,Shea Butter 250g,1,2886.0,0,2886.0,100,USSD,Cash,Android,Completed,4,SES712867,7
TXN211225,2025-02-25 21:09:21,CUST5547,Kiprop Ali,Male,26,2024-08-03,Kilifi,Watamu,MER1044,Nuru Supplies,Transport,Shuttle Ticket,1,321.0,0,321.0,0,Mobile App,M-Pesa,Android,Completed,,SES711218,
TXN213037,2025-02-25 21:40:27,CUST5934,Kilonzo Simiyu,Male,30,2024-07-13,Nakuru,Njoro,MER1066,Twiga Mart,Airtime & Data,Telkom Bundle 5GB,1,759.0,0,759.0,0,USSD,Airtel Money,Android,Completed,,SES713029,
TXN210609,2025-02-25 21:54:59,CUST6089,Mutuku Okoth,Male,32,2024-11-09,Kiambu,Kikuyu,MER1106,Tumaini Hub,Food & Beverage,Pilau Serving,1,1514.0,0,1514.0,0,Mobile App,M-Pesa,Web Browser,Completed,3,SES710602,
TXN200213,2025-02-26 06:58:01,CUST5668,Odhiambo Koech,Male,20,2024-11-28,Kajiado,Kitengela,MER1046,Bora Dukas,Food & Beverage,Nyama Choma Platter,2,1279.0,15,2174.3,350,Mobile App,M-Pesa,Android,Completed,,SES700214,2
TXN214990,2025-02-26 07:25:14,CUST5660,Jepkosgei Langat,Female,22,2024-06-11,Kiambu,Ruiru,MER1053,Rafiki Hub,Groceries,Green Grams 1kg,8,1067.0,0,8536.0,0,USSD,M-Pesa,Feature Phone,Completed,4,SES714981,
TXN201993,2025-02-26 08:45:59,CUST5443,Chepkorir Ali,Female,28,2025-02-14,Nairobi,,MER1071,Jamii Supplies,Groceries,Unga Maize Flour 2kg,10,612.0,15,5202.0,200,Mobile App,Airtel Money,Android,Completed,,SES701992,3
TXN201095,2025-02-26 08:47:38,CUST5594,Rotich Muriuki,Male,21,2023-12-20,Nairobi,Westlands,MER1111,Nuru Enterprises,Utilities,DSTV Subscription,3,5743.0,0,17229.0,0,USSD,,Android,Completed,,SES701095,
TXN213162,2025-02-26 09:04:09,CUST5606,Kiplagat Karanja,Male,18,2025-01-29,Bungoma,Kimilili,MER1090,Rafiki Collection,Financial Services,Insurance Premium,1,15341.0,10,13806.9,0,USSD,M-Pesa,Feature Phone,Completed,5,SES713154,
TXN211407,2025-02-26 09:16:59,CUST5129,Onyango Langat,Male,30,2024-03-16,Kisumu,Milimani,MER1107,Mama Enterprises,Health & Beauty,Face Wash,10,3399.0,25,25492.5,0,Mobile App,Cash,Web Browser,Completed,5,SES711400,
TXN203285,2025-02-26 09:31:48,CUST5607,Awuor Koech,Female,18,2024-05-04,Nairobi,Kilimani,MER1027,Amani Hub,Groceries,Rice Pishori 5kg,1,2402.0,0,2402.0,350,Mobile App,Airtel Money,iOS,Completed,,SES703284,3
TXN213397,2025-02-26 10:40:16,CUST5373,Wangari Nzioka,Female,30,2024-09-02,Mombasa,Mvita,MER1115,Mizizi Supplies,Financial Services,Loan Repayment,3,715.0,0,2145.0,0,Mobile App,M-Pesa,Android,Failed,,SES713389,
TXN201971,2025-02-26 11:31:26,CUST6325,Hamisi Mutua,Male,26,2025-01-13,Nairobi,Ruaraka,MER1069,Soko Ltd,Financial Services,Insurance Premium,3,2677.0,0,8031.0,0,Mobile App,,Web Browser,Completed,,SES701970,
TXN213111,2025-02-26 12:55:27,CUST5446,Naliaka Ndung'u,Female,44,2025-02-07,Machakos,Machakos Town,MER1094,Bidii Collection,Health & Beauty,Face Wash,8,3158.0,0,25264.0,350,Mobile App,M-Pesa,Android,Completed,,SES713103,2
TXN209394,2025-02-26 13:21:33,CUST6507,Wekesa Simiyu,Male,18,2024-10-10,Meru,Maua,MER1010,Twiga Supplies,Airtime & Data,Safaricom Data 10GB,2,742.0,5,1409.8,0,Mobile App,M-Pesa,Android,Completed,5,SES709389,
TXN200956,2025-02-26 15:19:44,CUST6334,Salim Njuguna,Male,46,2024-03-25,Nairobi,Embakasi,MER1052,Tumaini Traders,Groceries,Unga Maize Flour 2kg,1,1761.0,0,1761.0,200,USSD,M-Pesa,Android,Completed,4,SES700956,2
TXN200521,2025-02-26 16:01:25,CUST5168,Fatuma Juma,Female,18,2025-01-20,  Machakos ,Kangundo,MER1109,Twiga Traders,Transport,Ride Hailing Trip,0,2212.0,5,2101.4,0,Agent Outlet,Cash,Android,Completed,4,SES700521,
TXN207327,2025-02-26 17:02:30,CUST5526,Wangari Mburu,Female,33,2024-11-28,Kisumu,Mamboleo,MER1012,Rafiki Traders,Airtime & Data,Safaricom Airtime 100,1,841.0,0,841.0,0,Mobile App,Airtel Money,Android,Completed,,SES707324,
TXN210867,2025-02-26 19:31:22,CUST6642,Kirui Karanja,Male,25,2024-09-24,Nyeri,Nyeri Town,MER1022,Safi Hub,Health & Beauty,Face Wash,1,3335.0,0,3335.0,0,Mobile App,Cash,Android,Completed,5,SES710860,
TXN208031,2025-02-26 19:55:11,CUST5526,Wangari Mburu,Female,33,2024-11-28,Kisumu,Mamboleo,MER1075,Heri Agencies,Health & Beauty,Face Wash,1,1263.0,0,1263.0,250,USSD,M-Pesa,Android,Completed,,SES708027,3
TXN213794,2025-02-26 22:06:16,CUST6594,Chepkorir Githinji,Female,34,2025-02-23,Nairobi,Langata,MER1000,Baraka Mart,Groceries,Cooking Oil 3L,3,2192.0,5,6247.2,100,Mobile App,Bank Transfer,Android,Completed,4,SES713785,4
