transaction_id,transaction_timestamp,customer_id,customer_name,gender,age,county,phone_number,channel,transaction_type,merchant_category,device_type,amount_kes,transaction_fee_kes,balance_after_kes,status
TXN0002290,2024-03-12 13:23:29,CUST00351,Nyokabi Waweru,Male,37,Bungoma,0701947389,M-Pesa,Send Money,N/A,Feature Phone,41778.64,108,175140.97,Completed
TXN0000993,2024-03-12 14:02:12,CUST00379,Nyokabi Musyoka,Female,43,Kilifi,0722336295,Airtel Money,Send Money,N/A,Android,20202.28,100,213572.06,Completed
TXN0002890,2024-03-12 15:11:21,CUST00699,Chebet Chepkwony,Male,65,Kajiado,0723245413,M-Pesa,Buy Goods (Till),Restaurant,Android,17467.12,62,19630.66,Completed
TXN0001707,2024-03-12 15:50:26,CUST00179,Njoroge Waweru,Male,42,Bungoma,0759995131,M-Pesa,Send Money,N/A,Android,6101.41,87,131108.71,Completed
TXN0000747,2024-03-12 18:43:45,CUST00417,Nabwire Gichuru,Female,61,Kiambu,0768799565,Airtel Money,Withdraw Cash,N/A,Feature Phone,35892.16,100,2667.99,Completed
TXN0001210,2024-03-12 19:02:45,CUST00385,Achieng Waweru,Male,66,Bomet,0790926221,T-Kash,Pay Bill,Insurance,Android,27241.58,105,89438.18,Completed
TXN0001626,2024-03-12 21:21:52,CUST00351,Nyokabi Waweru,Male,37,Bungoma,0701947389,M-Pesa,Deposit Cash,N/A,Feature Phone,13416.92,0.0,107577.14,Completed
TXN0004461,2024-03-12 22:22:43,CUST00778,Auma Wanjala,Female,52,Turkana,0790081647,M-Pesa,Send Money,N/A,Feature Phone,33679.73,108,135560.59,Completed
TXN0005736,2024-03-12 22:35:54,CUST00013,Jelagat Karanja,Female,51,Mombasa,0740235220,M-Pesa,Send Money,N/A,Android,43289.16,108,235860.49,Completed
TXN0001215,2024-03-12 23:48:48,CUST00169,Cheruiyot Kiprono,Male,18,Nairobi,0701366644,M-Pesa,Buy Goods (Till),Restaurant,Android,20966.96,108,246272.49,Completed
TXN0002512,2024-03-13 01:22:28,CUST00619,Kibet Chepkwony,Female,58,Nairobi,0740934213,M-Pesa,Buy Goods (Till),Clothing,Android,10129.47,55,159127.15,Completed
TXN0004858,2024-03-13 02:27:22,CUST00693,Wairimu Ochieng,Male,18,Kakamega,0111398218,M-Pesa,Deposit Cash,N/A,iOS,36232.33,0.0,2801.66,Completed
TXN0000360,2024-03-13 02:53:58,CUST00183,Mumbi Chepkwony,Male,29,Meru,0759079278,M-Pesa,Buy Goods (Till),Supermarket,Feature Phone,14392.06,55,114308.44,Completed
TXN0001789,2024-03-13 03:10:46,CUST00573,Kagwe Chepkwony,Male,35,Garissa,0740693632,M-Pesa,Buy Goods (Till),Supermarket,Android,11395.43,62,12294.01,Completed
TXN0003324,2024-03-13 03:12:40,CUST00666,Muthoni Wabwire,Male,39,Bungoma,0710820393,M-Pesa,Pay Bill,DSTV/GOTV,iOS,102314.62,108,122661.34,Completed
TXN0001793,2024-03-13 06:02:57,CUST00699,Chebet Chepkwony,Male,65,Kajiado,0723245413,M-Pesa,Send Money,N/A,Android,27466.69,105,64769.07,Completed
TXN0000420,2024-03-13 06:15:01,CUST00329,Nabwire Kamau,Female,34,Nairobi,0759102989,Airtel Money,Pay Bill,School Fees,Feature Phone,25780.46,105,151364.46,Completed
TXN0005007,2024-03-13 07:22:44,CUST00039,Owino Barasa,Male,66,Nakuru,0768577842,M-Pesa,Send Money,N/A,Android,14926.8,87,52292.21,Completed
TXN0003618,2024-03-13 09:55:10,CUST00746,Wafula Odhiambo,Male,72,Turkana,0790917512,M-Pesa,Pay Bill,Rent,Android,96030.47,108,114607.91,Completed
TXN0005723,2024-03-13 09:59:56,CUST00002,Kiptoo Njoroge,Male,63,Kakamega,0759442871,M-Pesa,Withdraw Cash,N/A,Android,45174.0,105,189317.55,Completed
TXN0001118,2024-03-13 10:39:57,CUST00184,Nafula Musyoka,Female,26,Kakamega,0740214345,M-Pesa,Withdraw Cash,N/A,Android,48105.83,105,88430.78,Completed
TXN0001155,2024-03-13 11:47:16,CUST00347,Wairimu Kamau,Female,62,Homa Bay,0701277575,M-Pesa,Withdraw Cash,N/A,Feature Phone,48355.85,105,236808.68,Completed
TXN0001108,2024-03-13 12:49:26,CUST00189,Ochieng Wekesa,Male,53,Nairobi,0759447616,M-Pesa,Send Money,N/A,Feature Phone,22554.82,108,15287.08,Completed
TXN0004896,2024-03-13 15:04:57,CUST00572,Nafula Onyango,Female,40,Kericho,0740550753,M-Pesa,Send Money,N/A,Android,7443.09,55,164790.56,Completed
TXN0005080,2024-03-13 17:15:22,CUST00387,Ochieng Ochieng,Male,46,Mombasa,0722825903,M-Pesa,Send Money,N/A,iOS,23324.49,100,215387.82,Completed
TXN0003083,2024-03-13 18:35:50,CUST00172,Wambui Cheptoo,Male,59,Kilifi,0723434670,Airtel Money,Buy Goods (Till),Hardware,Android,8421.55,87,176119.22,Completed
TXN0004731,2024-03-13 18:39:28,CUST00551,Kiprop Mutiso,Male,38,Nakuru,0710430915,Equitel,Pay Bill,Loan Repayment,iOS,141514.57,0.0,230149.18,Reversed
TXN0001067,2024-03-13 18:59:28,CUST00626,Njeri Njoroge,Female,21,Kakamega,0710911572,M-Pesa,Send Money,N/A,Android,22750.2,108,21543.41,Completed
TXN0001191,2024-03-13 19:02:40,CUST00036,Akinyi Amollo,Female,64,Turkana,0768858742,M-Pesa,Buy Goods (Till),Supermarket,Android,3534.92,40,11390.42,Completed
TXN0001997,2024-03-13 19:50:04,CUST00488,Mutua Chepkwony,Female,44,Kiambu,0768108461,Equitel,Deposit Cash,N/A,Android,40176.08,0.0,215046.57,Completed
TXN0003948,2024-03-13 20:50:45,CUST00328,Auma Langat,Male,22,Homa Bay,0759289392,M-Pesa,Withdraw Cash,N/A,Android,14892.17,87,188100.38,Completed
TXN0000278,2024-03-13 21:56:26,CUST00244,Kipchoge Ruto,Female,42,Nakuru,0701042851,M-Pesa,Send Money,N/A,Android,16888.36,62,214420.11,Completed
TXN0001255,2024-03-14 03:18:12,CUST00092,Cherono Kiplagat,Male,60,Mombasa,0701425316,M-Pesa,Pay Bill,Loan Repayment,Android,126982.34,100,116454.05,Completed
TXN0000495,2024-03-14 03:22:24,CUST00109,Maina Wekesa,Male,35,Mombasa,0759149243,M-Pesa,Send Money,N/A,Android,31493.85,108,223808.59,Completed
TXN0002788,2024-03-14 03:42:24,CUST00578,Mwangi Cheptoo,Female,35,Uasin Gishu,0701117661,M-Pesa,Buy Goods (Till),Pharmacy,Feature Phone,7227.02,55,26743.69,Completed
TXN0004133,2024-03-14 03:54:55,CUST00560,Mwangi Wanjala,Female,72,Nakuru,0723325133,M-Pesa,Buy Goods (Till),Hardware,Android,15155.65,62,161087.54,Completed
TXN0002283,2024-03-14 05:10:53,CUST00659,Kiptoo Amollo,Female,52,Bungoma,0759455771,M-Pesa,Deposit Cash,N/A,iOS,52237.2,0.0,123437.91,Completed
TXN0004399,2024-03-14 06:08:57,CUST00268,Nyambura Wabwire,Male,69,Nakuru,0740292051,M-Pesa,Send Money,N/A,Feature Phone,15218.71,87,177098.05,Completed
TXN0001641,2024-03-14 07:36:34,CUST00021,Onyango Mutiso,Female,66,Migori,0722499022,T-Kash,Reversal,N/A,Feature Phone,25064.36,0.0,153873.95,Completed
TXN0000540,2024-03-14 08:56:14,CUST00259,Wafula Kiprono,Female,51,Kilifi,0722886667,M-Pesa,Send Money,N/A,iOS,19050.25,62,816.77,Completed
TXN0001709,2024-03-14 10:56:52,CUST00075,Ochieng Owuor,Female,35,Kajiado,0790999288,M-Pesa,Airtime Purchase,N/A,Android,1583.11,0.0,102045.36,Completed
TXN0004770,2024-03-14 12:10:00,CUST00389,Kipchoge Sang,Male,55,Migori,0759144157,M-Pesa,Send Money,N/A,Android,36761.78,108,44924.94,Completed
TXN0003661,2024-03-14 15:26:47,CUST00689,Njeri Musyoka,Female,44,Kisumu,0759712929,M-Pesa,Send Money,N/A,iOS,10846.28,62,132304.9,Completed
TXN0004607,2024-03-14 18:03:50,CUST00199,Maina Gichuru,Male,44,Homa Bay,0790818278,M-Pesa,Pay Bill,Internet (ISP),Android,95245.65,0.0,36808.48,Failed
TXN0001340,2024-03-14 18:29:54,CUST00259,Wafula Kiprono,Female,51,Kilifi,0722886667,M-Pesa,Buy Goods (Till),Restaurant,iOS,3771.24,45,143283.6,Completed
TXN0001188,2024-03-14 19:53:55,CUST00174,Kipchoge Wabwire,Male,72,Kiambu,0740577301,M-Pesa,Send Money,N/A,Feature Phone,34259.93,100,174827.63,Completed
TXN0004920,2024-03-14 19:56:42,CUST00715,Wangari Kariuki,Male,23,Trans Nzoia,0722570390,M-Pesa,Send Money,N/A,Android,15690.81,87,225993.02,Completed
TXN0002175,2024-03-14 20:40:37,CUST00452,Kipchoge Onyango,Female,41,Nairobi,0740692160,M-Pesa,Send Money,N/A,Feature Phone,55176.13,105,137859.01,Completed
TXN0004345,2024-03-14 21:44:15,CUST00233,Wairimu Barasa,Female,29,Mombasa,0723060436,Airtel Money,Send Money,N/A,Android,19155.7,87,238358.8,Completed
TXN0004231,2024-03-14 22:08:55,CUST00649,Chebet Onyango,Male,18,Kisumu,0701382261,M-Pesa,Buy Goods (Till),Electronics,Feature Phone,13686.21,87,196692.26,Completed
TXN0000803,2024-03-14 22:32:14,CUST00686,Nyokabi Ruto,Male,65,Kajiado,0759622501,M-Pesa,Buy Goods (Till),Electronics,Android,9834.55,62,93995.28,Completed
TXN0004939,2024-03-14 23:56:29,CUST00470,Chelagat Kariuki,Male,30,Nairobi,0759869934,M-Pesa,Buy Goods (Till),Fuel Station,Android,17396.76,55,96126.38,Completed
TXN0000245,2024-03-15 03:12:00,CUST00163,Cherono Onyango,Male,61,Machakos,0722817754,Airtel Money,Withdraw Cash,N/A,Android,44716.63,105,152507.87,Completed
TXN0002855,2024-03-15 03:23:34,CUST00592,Njeri Ruto,Male,19,Uasin Gishu,0710215700,M-Pesa,Deposit Cash,N/A,Android,66617.43,0.0,145658.33,Completed
TXN0000666,2024-03-15 05:47:10,CUST00724,Chebet Mwangi,Female,29,Nyeri,0768713394,M-Pesa,Buy Goods (Till),Pharmacy,Android,13609.05,55,101386.24,Completed
TXN0003540,2024-03-15 08:56:43,CUST00595,Omondi Karanja,Male,26,Bungoma,0740563469,M-Pesa,Withdraw Cash,N/A,Android,32225.21,0.0,45743.11,Failed
TXN0000167,2024-03-15 10:14:53,CUST00761,Owino Kariuki,Female,25,Homa Bay,0723323434,M-Pesa,Deposit Cash,N/A,Android,94178.66,0.0,29106.36,Completed
TXN0005694,2024-03-15 13:24:04,CUST00523,Onyango Kiprono,Female,23,Kiambu,0759423949,M-Pesa,Buy Goods (Till),Clothing,Android,18047.31,87,181163.75,Completed
TXN0005434,2024-03-15 15:03:09,CUST00400,Nyokabi Onyango,Female,64,Uasin Gishu,0722818944,M-Pesa,Pay Bill,DSTV/GOTV,Android,107543.01,108,161783.73,Completed
TXN0002014,2024-03-15 15:11:28,CUST00778,Auma Wanjala,Female,52,Turkana,0790081647,M-Pesa,Send Money,N/A,Feature Phone,9990.96,62,101910.96,Completed
TXN0005423,2024-03-15 16:23:56,CUST00312,Onyango Karanja,Female,20,Nairobi,0111196275,M-Pesa,Withdraw Cash,N/A,Android,9000.7,87,33791.05,Completed
TXN0001590,2024-03-15 17:33:49,CUST00266,Kibet Sang,Male,71,Kisumu,0722662631,M-Pesa,Pay Bill,School Fees,Android,109427.31,100,87123.98,Completed
TXN0002106,2024-03-15 17:37:00,CUST00357,Kagwe Njoroge,Female,19,Meru,0111720755,M-Pesa,Buy Goods (Till),Fuel Station,Android,20985.09,100,208409.46,Completed
TXN0003711,2024-03-15 17:38:33,CUST00735,Onyango Waweru,Female,70,Kakamega,0768032282,Airtel Money,Pay Bill,Electricity (KPLC),Feature Phone,23721.08,105,116881.21,Completed
TXN0001946,2024-03-15 17:41:58,CUST00117,Wambui Mutiso,Male,35,Nairobi,0111444931,M-Pesa,Withdraw Cash,N/A,Android,14374.23,55,143969.02,Completed
TXN0005048,2024-03-15 17:50:55,CUST00107,Wairimu Omollo,Male,37,Bomet,0701916547,M-Pesa,Buy Goods (Till),Hardware,Android,18227.66,0.0,50580.54,Reversed
TXN0001883,2024-03-15 18:19:55,CUST00424,Wairimu Sang,Female,18,Mombasa,0759953392,M-Pesa,Deposit Cash,N/A,Android,85612.67,0.0,249135.93,Completed
TXN0002813,2024-03-15 18:53:39,CUST00658,Mumbi Wekesa,Male,42,Mombasa,0768213785,M-Pesa,Pay Bill,Internet (ISP),Feature Phone,51458.79,108,39180.55,Completed
TXN0001739,2024-03-15 19:01:42,CUST00171,Akinyi Owuor,Male,34,Kajiado,0790709426,M-Pesa,Deposit Cash,N/A,Feature Phone,61842.24,0.0,87918.81,Completed
TXN0004100,2024-03-15 19:04:15,CUST00607,Kiprop Wekesa,Female,24,Kakamega,0710064109,M-Pesa,Pay Bill,Internet (ISP),Android,6390.31,55,66942.68,Completed
TXN0001485,2024-03-15 19:39:35,CUST00072,Wafula Onyango,Female,72,Mombasa,0740332608,M-Pesa,Buy Goods (Till),Restaurant,Android,14581.51,62,159293.37,Completed
TXN0003559,2024-03-15 23:18:57,CUST00729,Wanjiku Kiprono,Female,47,Migori,0701819450,M-Pesa,Pay Bill,Internet (ISP),Feature Phone,95173.82,100,112156.34,Completed
TXN0000445,2024-03-16 00:35:02,CUST00503,Adhiambo Odhiambo,Female,70,Kilifi,0701268899,M-Pesa,Buy Goods (Till),Clothing,Android,21278.24,105,97394.12,Completed
TXN0005754,2024-03-16 05:21:50,CUST00181,Anyango Mutiso,Male,71,Machakos,0111448653,M-Pesa,Send Money,N/A,Android,28795.35,100,48000.1,Completed
TXN0001575,2024-03-16 08:22:48,CUST00778,Auma Wanjala,Female,52,Turkana,0790081647,M-Pesa,Send Money,N/A,Feature Phone,12866.21,0.0,100015.53,Reversed
TXN0005160,2024-03-16 09:33:38,CUST00711,Njoroge Ochieng,Male,27,Nairobi,0722611349,M-Pesa,Buy Goods (Till),Supermarket,Feature Phone,11757.16,55,214885.22,Completed
TXN0004884,2024-03-16 11:25:12,CUST00559,Nyambura Kiprono,Female,50,Nairobi,0701178124,M-Pesa,Deposit Cash,N/A,iOS,54519.54,0.0,55898.26,Completed
TXN0004352,2024-03-16 14:24:09,CUST00056,Rotich Njuguna,Female,60,Bungoma,0740456980,M-Pesa,Buy Goods (Till),Pharmacy,Android,7317.07,62,145279.88,Completed
TXN0001178,2024-03-16 17:20:16,CUST00456,Simiyu Makau,Male,44,Migori,0710329061,M-Pesa,Buy Goods (Till),Pharmacy,Android,4239.47,40,101684.41,Completed
TXN0001036,2024-03-16 17:24:51,CUST00049,Mutua Onyango,Female,62,Nairobi,0111454737,M-Pesa,Withdraw Cash,N/A,Android,15139.8,87,160378.63,Completed
TXN0000053,2024-03-16 18:46:05,CUST00521,Cheruiyot Waweru,Female,65,Machakos,0723003299,T-Kash,Withdraw Cash,N/A,iOS,4530.36,45,134478.98,Completed
TXN0005906,2024-03-16 19:36:09,CUST00258,Kiptoo Kimani,Female,56,Machakos,0790643232,M-Pesa,Pay Bill,DSTV/GOTV,iOS,25907.77,108,246725.32,Completed
TXN0000798,2024-03-16 20:02:04,CUST00797,Chebet Otieno,Male,49,Kisumu,0111438900,M-Pesa,Send Money,N/A,Feature Phone,19903.93,87,65699.77,Completed
TXN0005734,2024-03-16 21:52:47,CUST00603,Wambui Owuor,Female,66,Migori,0768272255,M-Pesa,Withdraw Cash,N/A,Feature Phone,48922.8,100,202689.15,Completed
TXN0002383,2024-03-16 23:04:51,CUST00376,Kiptoo Musyoka,Female,57,Nyeri,0710663952,M-Pesa,Send Money,N/A,Android,33174.92,105,128529.18,Completed
TXN0001147,2024-03-17 06:05:17,CUST00782,Kipchoge Amollo,Female,33,Kajiado,0759264611,M-Pesa,Withdraw Cash,N/A,Android,16062.59,62,97879.06,Completed
TXN0005509,2024-03-17 06:27:56,CUST00742,Anyango Ochieng,Male,49,Bungoma,0768090633,Airtel Money,Withdraw Cash,N/A,Feature Phone,17010.86,62,146385.6,Completed
TXN0001962,2024-03-17 07:39:33,CUST00347,Wairimu Kamau,Female,62,Homa Bay,0701277575,M-Pesa,Buy Goods (Till),Pharmacy,Feature Phone,4616.94,45,233502.94,Completed
TXN0005210,2024-03-17 10:14:48,CUST00164,Adhiambo Wabwire,Male,30,Bomet,0723779673,M-Pesa,Send Money,N/A,Android,64089.64,0.0,213536.12,Failed
TXN0003430,2024-03-17 12:43:17,CUST00750,Ochieng Njoroge,Male,24,Uasin Gishu,0723566481,M-Pesa,Airtime Purchase,N/A,Android,500.97,0.0,54582.98,Completed
TXN0005555,2024-03-17 13:07:31,CUST00356,Maina Kimani,Female,21,Nairobi,0710771297,M-Pesa,Pay Bill,School Fees,Feature Phone,96020.99,100,184488.09,Completed
TXN0004418,2024-03-17 15:21:49,CUST00557,Chebet Mutiso,Male,51,Uasin Gishu,0111414404,M-Pesa,Buy Goods (Till),Electronics,Android,15227.85,55,135078.07,Completed
TXN0005942,2024-03-17 15:41:56,CUST00329,Nabwire Kamau,Female,34,Nairobi,0759102989,Airtel Money,Buy Goods (Till),Fuel Station,Feature Phone,3053.29,33,86112.05,Completed
TXN0000216,2024-03-17 15:51:58,CUST00053,Omondi Kiprono,Male,69,Uasin Gishu,0790025456,M-Pesa,Buy Goods (Till),Restaurant,Android,13276.1,62,20846.55,Completed
TXN0005556,2024-03-17 17:07:52,CUST00697,Anyango Odhiambo,Male,56,Nairobi,0710029915,M-Pesa,Send Money,N/A,Feature Phone,10686.48,62,38833.1,Completed
TXN0005941,2024-03-17 17:20:53,CUST00770,Rotich Ochieng,Female,35,Garissa,0759849526,Airtel Money,Pay Bill,Rent,Android,43916.31,108,235008.87,Completed
TXN0000393,2024-03-17 19:43:13,CUST00396,Maina Waweru,Male,71,Uasin Gishu,0790418342,M-Pesa,Pay Bill,DSTV/GOTV,Android,24228.65,108,195464.73,Completed
TXN0005148,2024-03-17 19:50:56,CUST00109,Maina Wekesa,Male,35,Mombasa,0759149243,M-Pesa,Deposit Cash,N/A,Android,54508.76,0.0,162083.09,Completed
TXN0004090,2024-03-17 20:25:36,CUST00534,Njoroge Njuguna,Female,21,Uasin Gishu,0722554478,M-Pesa,Send Money,N/A,Android,17362.55,55,113585.61,Completed
TXN0004558,2024-03-17 20:27:11,CUST00464,Gitau Njuguna,Female,39,Kakamega,0111465545,Airtel Money,Airtime Purchase,N/A,Android,1071.79,0.0,133684.05,Completed
TXN0004206,2024-03-18 03:23:28,CUST00240,Njoroge Kamau,Male,38,Nairobi,0723013758,M-Pesa,Buy Goods (Till),Fuel Station,Android,9393.94,62,243516.71,Completed
TXN0003234,2024-03-18 04:13:12,CUST00034,Onyango Waweru,Male,58,Uasin Gishu,0768426077,M-Pesa,Withdraw Cash,N/A,Android,23586.37,100,133023.94,Completed
TXN0001309,2024-03-18 08:19:44,CUST00628,Anyango Onyango,Female,28,Mombasa,0768577870,M-Pesa,Send Money,N/A,Feature Phone,34110.52,100,128421.82,Completed
TXN0005326,2024-03-18 09:37:34,CUST00153,Nyambura Mutiso,Male,72,Kisumu,0723674840,M-Pesa,Pay Bill,SACCO,Android,67698.74,100,126988.06,Completed
TXN0001465,2024-03-18 09:37:40,CUST00443,Onyango Wanjala,Male,28,Kajiado,0723814728,M-Pesa,Send Money,N/A,Feature Phone,35516.41,100,249467.77,Completed
TXN0001160,2024-03-18 10:14:51,CUST00738,Waweru Omollo,Male,24,Meru,0710567862,M-Pesa,Withdraw Cash,N/A,iOS,14833.15,87,83875.89,Completed
TXN0000391,2024-03-18 10:38:00,CUST00482,Auma Cheptoo,Male,62,Nairobi,0740329471,M-Pesa,Send Money,N/A,Android,31947.18,108,103029.46,Completed
TXN0005436,2024-03-18 13:28:08,CUST00024,Kiprop Kimani,Male,45,Kajiado,0722076275,M-Pesa,Withdraw Cash,N/A,Android,14667.08,55,78445.5,Completed
TXN0001192,2024-03-18 15:14:01,CUST00399,Gitau Otieno,Female,39,Kiambu,0740022735,M-Pesa,Pay Bill,Water Utility,Android,86333.09,100,207441.23,Completed
TXN0002655,2024-03-18 16:43:16,CUST00220,Wanjiku Sang,Female,60,Nakuru,0790152409,M-Pesa,Send Money,N/A,Android,23011.04,100,4607.13,Completed
TXN0003053,2024-03-18 17:07:12,CUST00279,Wanjiku Kimani,Male,28,Kisumu,0701880429,M-Pesa,Buy Goods (Till),Fuel Station,Android,16032.31,62,177022.55,Completed
TXN0000894,2024-03-18 17:19:06,CUST00748,Moraa Kariuki,Male,55,Nakuru,0759301373,M-Pesa,Airtime Purchase,N/A,Android,1079.02,0.0,23118.76,Completed
TXN0005112,2024-03-18 18:18:29,CUST00788,Otieno Cheptoo,Male,64,Nairobi,0723646327,Airtel Money,Deposit Cash,N/A,Feature Phone,34898.54,0.0,220506.35,Completed
TXN0002713,2024-03-18 23:12:07,CUST00268,Nyambura Wabwire,Male,69,Nakuru,0740292051,M-Pesa,Withdraw Cash,N/A,Feature Phone,63893.09,0.0,68369.89,Failed
TXN0003894,2024-03-19 01:56:10,CUST00163,Cherono Onyango,Male,61,Machakos,0722817754,Airtel Money,Buy Goods (Till),Electronics,Android,19261.15,62,2542.73,Completed
TXN0005974,2024-03-19 05:30:29,CUST00435,Jelagat Mwangi,Male,49,Trans Nzoia,0740614172,M-Pesa,Buy Goods (Till),Clothing,Feature Phone,4448.86,40,107117.64,Completed
TXN0001471,2024-03-19 06:30:11,CUST00582,Njeri Wabwire,Female,33,Nairobi,0111360485,M-Pesa,Withdraw Cash,N/A,Android,30654.09,100,171377.75,Completed
TXN0004891,2024-03-19 07:23:41,CUST00529,Wambui Wanjala,Male,46,Kiambu,0710206300,T-Kash,Send Money,N/A,Android,22207.01,100,147368.1,Completed
TXN0005529,2024-03-19 08:06:13,CUST00053,Omondi Kiprono,Male,69,Uasin Gishu,0790025456,M-Pesa,Send Money,N/A,Android,11796.82,62,3380.13,Completed
TXN0005849,2024-03-19 08:42:30,CUST00264,Omondi Mutiso,Female,63,Nairobi,0723461602,M-Pesa,Withdraw Cash,N/A,Android,48476.14,100,126553.01,Completed
TXN0002113,2024-03-19 10:26:48,CUST00585,Njeri Ochieng,Female,61,Nairobi,0722230725,M-Pesa,Buy Goods (Till),Pharmacy,Android,18657.56,87,178201.7,Completed
TXN0003896,2024-03-19 11:14:04,CUST00503,Adhiambo Odhiambo,Female,70,Kilifi,0701268899,M-Pesa,Buy Goods (Till),Clothing,Android,7630.84,87,26913.96,Completed
TXN0000289,2024-03-19 12:36:16,CUST00651,Omondi Amollo,Female,63,Nairobi,0740708143,Equitel,Pay Bill,DSTV/GOTV,Android,64575.42,108,106003.94,Completed
TXN0000450,2024-03-20 07:39:18,CUST00290,Nafula Kariuki,Female,27,Kajiado,0790253466,M-Pesa,Send Money,N/A,Android,19027.65,55,74544.25,Completed
TXN0004673,2024-03-20 10:46:49,CUST00359,Otieno Wanjala,Male,72,Nakuru,0740309816,M-Pesa,Airtime Purchase,N/A,Android,912.88,0.0,55738.58,Reversed
TXN0003015,2024-03-20 11:52:59,CUST00115,Auma Otieno,Female,40,Uasin Gishu,0710869411,M-Pesa,Buy Goods (Till),Clothing,iOS,22698.51,108,248206.28,Completed
TXN0004815,2024-03-20 11:55:00,CUST00713,Kipchoge Amollo,Female,65,Trans Nzoia,0723843681,Airtel Money,Withdraw Cash,N/A,Android,56460.7,108,210621.64,Completed
TXN0001248,2024-03-20 11:58:31,CUST00227,Mwangi Otieno,Female,47,Nairobi,0768830612,M-Pesa,Send Money,N/A,Android,13113.97,62,12014.48,Completed
TXN0001410,2024-03-20 12:17:37,CUST00639,Adhiambo Owuor,Male,68,Nairobi,0759979434,M-Pesa,Reversal,N/A,Feature Phone,12952.84,0.0,158651.5,Failed
TXN0002754,2024-03-20 17:24:25,CUST00107,Wairimu Omollo,Male,37,Bomet,0701916547,M-Pesa,Send Money,N/A,Android,18570.57,87,212540.58,Completed
TXN0003530,2024-03-20 19:26:38,CUST00706,Gitau Chepkwony,Female,49,Kisumu,0701583545,M-Pesa,Buy Goods (Till),Fuel Station,Feature Phone,8235.08,87,167938.48,Completed
TXN0003610,2024-03-20 19:45:56,CUST00503,Adhiambo Odhiambo,Female,70,Kilifi,0701268899,M-Pesa,Withdraw Cash,N/A,Android,12783.16,55,174445.87,Completed
TXN0005514,2024-03-20 20:11:20,CUST00034,Onyango Waweru,Male,58,Uasin Gishu,0768426077,M-Pesa,Send Money,N/A,Android,32387.27,100,82537.27,Completed
TXN0004359,2024-03-20 21:24:15,CUST00313,Muthoni Njuguna,Female,59,Turkana,0723539538,M-Pesa,Airtime Purchase,N/A,Android,623.1,0.0,168198.73,Completed
TXN0002969,2024-03-20 23:32:22,CUST00782,Kipchoge Amollo,Female,33,Kajiado,0759264611,M-Pesa,Buy Goods (Till),Hardware,Android,2215.86,33,59794.44,Completed
TXN0004056,2024-03-21 01:17:40,CUST00678,Mwangi Njoroge,Male,36,Nairobi,0768430699,Equitel,Deposit Cash,N/A,Android,80783.27,0.0,113363.03,Completed
TXN0004164,2024-03-21 07:40:27,CUST00398,Kariuki Gichuru,Female,29,Garissa,0740790061,Airtel Money,Withdraw Cash,N/A,Feature Phone,39006.84,105,80667.71,Completed
TXN0004928,2024-03-21 09:10:37,CUST00608,Onyango Otieno,Male,41,Kisumu,0710393914,M-Pesa,Buy Goods (Till),Hardware,Android,26154.77,108,186572.99,Completed
TXN0004343,2024-03-21 10:00:31,CUST00171,Akinyi Owuor,Male,34,Kajiado,0790709426,M-Pesa,Reversal,N/A,Feature Phone,23906.05,0.0,171643.89,Completed
TXN0003253,2024-03-21 10:19:30,CUST00534,Njoroge Njuguna,Female,21,Uasin Gishu,0722554478,M-Pesa,Airtime Purchase,N/A,Android,1631.93,0.0,184104.84,Completed
TXN0002639,2024-03-21 10:32:09,CUST00498,Nyokabi Wekesa,Male,19,Kisumu,0722485926,M-Pesa,Deposit Cash,N/A,iOS,54695.92,0.0,134486.75,Completed
TXN0000170,2024-03-21 10:39:02,CUST00514,Owino Waweru,Male,56,Nyeri,0759740066,Airtel Money,Pay Bill,DSTV/GOTV,Android,63071.56,105,1262.76,Completed
TXN0005614,2024-03-21 11:01:30,CUST00650,Ndungu Mutiso,Male,37,Kisumu,0723285622,T-Kash,Pay Bill,Rent,Android,104488.4,108,229728.91,Completed
TXN0003568,2024-03-21 12:39:01,CUST00799,Owino Njoroge,Female,39,Mombasa,0722200478,M-Pesa,Airtime Purchase,N/A,Android,599.23,0.0,68226.88,Completed
TXN0000131,2024-03-21 13:32:44,CUST00583,Wangari Ochieng,Female,48,Nairobi,0111885205,M-Pesa,Send Money,N/A,Android,34785.87,108,199067.85,Completed
TXN0005171,2024-03-21 15:13:49,CUST00003,Maina Mutiso,Male,24,Nairobi,0723332041,Airtel Money,Withdraw Cash,N/A,Android,45287.36,105,68448.54,Completed
TXN0004294,2024-03-21 17:02:20,CUST00571,Wairimu Waweru,Male,53,Mombasa,0722896610,Airtel Money,Send Money,N/A,Android,42415.31,100,207780.46,Completed
TXN0000471,2024-03-21 18:20:47,CUST00259,Wafula Kiprono,Female,51,Kilifi,0722886667,M-Pesa,Send Money,N/A,iOS,4192.97,33,215089.5,Completed
TXN0000387,2024-03-21 19:38:28,CUST00555,Kagwe Waweru,Female,50,Nairobi,0722825179,M-Pesa,Deposit Cash,N/A,Android,134542.09,0.0,156624.98,Completed
TXN0004496,2024-03-21 20:11:20,CUST00076,Nafula Makau,Male,61,Trans Nzoia,0759370546,M-Pesa,Buy Goods (Till),Electronics,Android,12806.31,87,127406.19,Completed
